Variance,A,B,C,Class
1.1166,,,,0
1.0235,,,,0
-1.803,,,,0
0.11739,,,,0
0.5706,,,,0
4.0552,,,,0
-1.6952,,,,0
-1.1193,,,,0
1.8799,,,,0
3.583,,,,0
0.19081,,,,0
3.6582,,,,0
-0.13144,,,,0
2.3925,,,,0
1.6426,,,,0
-0.11783,,,,0
-0.69572,,,,0
2.9421,,,,0
-1.7559,,,,0
-1.2537,,,,0
3.2585,,,,0
1.8314,,,,0
4.5645,,,,0
2.7365,,,,0
0.9297,,,,0
3.9663,,,,0
1.4578,,,,0
4.8272,,,,0
-2.341,,,,0
-1.8584,,,,0
4.1454,,,,0
1.9157,,,,0
4.0215,,,,0
5.8862,,,,0
-2.0897,,,,0
4.0026,,,,0
-0.78689,,,,0
4.1757,,,,0
0.83292,,,,0
4.8077,,,,0
5.3063,,,,0
2.5605,,,,0
2.1059,,,,0
2.1721,,,,0
4.2899,,,,0
3.5156,,,,0
2.614,,,,0
0.68087,,,,0
4.1962,,,,0
6.0919,,,,0
1.3234,,,,0
1.3264,,,,0
-0.16735,,,,0
-1.3,,,,0
-2.2261,,,,0
2.4196,,,,0
1.0987,,,,0
4.6464,,,,0
-0.36038,,,,0
1.3562,,,,0
0.5706,,,,0
-2.6479,,,,0
3.1219,,,,0
5.4944,,,,0
-1.3389,,,,0
-2.3361,,,,0
2.2596,,,,0
0.46901,,,,0
2.7296,,,,0
2.0466,,,,0
-1.3274,,,,0
3.8905,,,,0
3.9994,,,,0
2.3952,,,,0
3.2704,,,,0
-1.3931,,,,0
1.6406,,,,0
2.7744,,,,0
2.4287,,,,0
4.2134,,,,0
1.6472,,,,0
2.0597,,,,0
0.3798,,,,0
1.0135,,,,0
4.5691,,,,0
0.57461,,,,0
0.5734,,,,0
5.2868,,,,0
4.0102,,,,0
4.1425,,,,0
3.0934,,,,0
2.2034,,,,0
3.744,,,,0
3.0329,,,,0
3.7731,,,,0
3.1557,,,,0
1.8114,,,,0
4.988,,,,0
2.483,,,,0
1.594,,,,0
-0.016103,,,,0
3.8496,,,,0
0.9297,,,,0
4.9342,,,,0
3.8417,,,,0
5.3915,,,,0
4.4072,,,,0
2.6946,,,,0
5.2756,,,,0
3.4312,,,,0
4.052,,,,0
1.3638,,,,0
0.89566,,,,0
1.9265,,,,0
0.20977,,,,0
4.068,,,,0
2.877,,,,0
0.3223,,,,0
-1.3,,,,0
1.7747,,,,0
1.3419,,,,0
0.89606,,,,0
0.44125,,,,0
3.2422,,,,0
2.5678,,,,0
-2.2153,,,,0
4.1349,,,,0
1.934,,,,0
2.5068,,,,0
2.1464,,,,0
0.051979,,,,0
1.2706,,,,0
1.143,,,,0
2.2928,,,,0
0.3292,,,,0
2.9719,,,,0
1.6849,,,,0
-1.9177,,,,0
2.3729,,,,0
1.0284,,,,0
0.27451,,,,0
1.6032,,,,0
4.616,,,,0
4.2478,,,,0
51.0215,,,,0
50.0297,,,,0
73.5902,,,,0
61.1274,,,,0
81.1811,,,,0
54.3292,,,,0
52.7353,,,,0
2.6718,,,,0
1.5799,,,,0
2.9499,,,,0
0.5195,,,,0
3.7352,,,,0
-1.7344,,,,0
3.884,,,,0
3.5257,,,,0
4.4549,,,,0
-0.16108,,,,0
4.2164,,,,0
3.5152,,,,0
1.6988,,,,0
1.0607,,,,0
2.0421,,,,0
3.5594,,,,0
3.0009,,,,0
3.9294,,,,0
3.4667,,,,0
3.966,,,,0
1.0191,,,,0
0.96414,,,,0
1.8205,,,,0
4.9923,,,,0
-1.1804,,,,0
4.0329,,,,0
0.66018,,,,0
3.5982,,,,0
-1.8584,,,,0
4.0972,,,,0
3.3299,,,,0
3.1088,,,,0
-4.2859,,,,0
-1.2528,,,,0
0.5195,,,,0
0.3292,,,,0
0.88872,,,,0
3.5458,,,,0
-0.21661,,,,0
2.7206,,,,0
3.2051,,,,0
2.6917,,,,0
-2.3242,,,,0
2.7161,,,,0
3.3848,,,,0
1.7452,,,,0
2.805,,,,0
5.7823,,,,0
3.8999,,,,0
3.5189,,,,0
3.2294,,,,0
3.4985,,,,0
2.1948,,,,0
2.2526,,,,0
4.1529,,,,0
0.74307,,,,0
1.9105,,,,0
-1.5055,,,,0
0.58836,,,,0
3.2303,,,,0
-1.9922,,,,0
2.8523,,,,0
4.2772,,,,0
1.5099,,,,0
5.4188,,,,0
0.86202,,,,0
3.8117,,,,0
0.54777,,,,0
2.3718,,,,0
-2.4953,,,,0
4.6361,,,,0
-2.2527,,,,0
3.7982,,,,0
-0.36279,,,,0
2.1265,,,,0
0.86736,,,,0
3.7831,,,,0
-2.2623,,,,0
1.2616,,,,0
2.6799,,,,0
-0.39816,,,,0
4.3937,,,,0
2.9695,,,,0
1.3049,,,,0
2.2123,,,,0
1.9647,,,,0
3.0864,,,,0
0.3798,,,,0
0.58982,,,,0
0.14783,,,,0
-0.062025,,,,0
4.223,,,,0
0.64295,,,,0
1.941,,,,0
4.0047,,,,0
3.7767,,,,0
3.4769,,,,0
1.9818,,,,0
3.8023,,,,0
4.3483,,,,0
1.1518,,,,0
-1.2576,,,,0
1.9572,,,,0
-2.484,,,,0
-1.1497,,,,0
4.8368,,,,0
-0.12196,,,,0
1.9429,,,,0
1.742,,,,0
-1.5222,,,,0
-1.3,,,,0
3.4246,,,,0
2.5503,,,,0
1.5691,,,,0
1.3087,,,,0
5.1776,,,,0
2.229,,,,0
5.6272,,,,0
1.2138,,,,0
0.3798,,,,0
0.5415,,,,0
4.0524,,,,0
4.7285,,,,0
3.4359,,,,0
0.86816,,,,0
3.359,,,,0
3.6702,,,,0
1.3349,,,,0
3.1887,,,,0
2.4527,,,,0
3.9121,,,,0
3.9364,,,,0
3.9414,,,,0
3.6922,,,,0
5.681,,,,0
0.77124,,,,0
3.5761,,,,0
1.602,,,,0
2.6682,,,,0
2.0007,,,,0
0.64215,,,,0
4.3848,,,,0
0.77445,,,,0
0.96574,,,,0
3.0948,,,,0
4.9362,,,,0
-1.9458,,,,0
5.7403,,,,0
-2.6989,,,,0
1.1472,,,,0
2.9742,,,,0
4.5707,,,,0
0.1848,,,,0
0.87256,,,,0
0.39559,,,,0
3.8384,,,,0
2.8209,,,,0
2.5817,,,,0
3.8213,,,,0
0.3798,,,,0
3.4893,,,,0
-1.7781,,,,0
2.0962,,,,0
0.94732,,,,0
2.8261,,,,0
0.0071249,,,,0
0.96788,,,,0
4.7432,,,,0
3.6575,,,,0
3.8832,,,,0
3.4776,,,,0
1.1315,,,,0
2.8237,,,,0
1.9321,,,,0
3.0632,,,,0
-1.8411,,,,0
2.8084,,,,0
2.5698,,,,0
-0.12624,,,,0
3.3756,,,,0
-0.048008,,,,0
0.5706,,,,0
0.88444,,,,0
3.8644,,,,0
1.2999,,,,0
2.0051,,,,0
4.9294,,,,0
2.8297,,,,0
2.565,,,,0
2.093,,,,0
4.6014,,,,0
5.0617,,,,0
-0.2951,,,,0
3.577,,,,0
3.9433,,,,0
2.6648,,,,0
5.9374,,,,0
2.0153,,,,0
5.8782,,,,0
-2.3983,,,,0
1.762,,,,0
4.2406,,,,0
3.4669,,,,0
3.1896,,,,0
0.81356,,,,0
0.52855,,,,0
2.1319,,,,0
0.33111,,,,0
1.2746,,,,0
2.2091,,,,0
2.5328,,,,0
3.6244,,,,0
-1.3885,,,,0
5.7227,,,,0
3.3583,,,,0
2.5227,,,,0
0.045304,,,,0
4.8278,,,,0
1.9476,,,,0
2.7659,,,,0
-0.10648,,,,0
0.72252,,,,0
4.2475,,,,0
3.9772,,,,0
3.6667,,,,0
2.8232,,,,0
-1.4217,,,,0
4.2458,,,,0
4.1038,,,,0
1.4507,,,,0
3.4647,,,,0
1.8533,,,,0
3.5288,,,,0
3.9719,,,,0
3.534,,,,0
3.6894,,,,0
3.0672,,,,0
2.6463,,,,0
2.2893,,,,0
1.5673,,,,0
4.0405,,,,0
4.3846,,,,0
2.0165,,,,0
4.0446,,,,0
-0.33729,,,,0
-2.4604,,,,0
4.1195,,,,0
2.0193,,,,0
1.5701,,,,0
2.6415,,,,0
5.0214,,,,0
4.3435,,,,0
1.8238,,,,0
3.9382,,,,0
2.2517,,,,0
5.504,,,,0
2.8521,,,,0
1.1676,,,,0
2.6104,,,,0
0.32444,,,,0
3.8962,,,,0
2.1752,,,,0
1.1588,,,,0
4.7072,,,,0
-1.9667,,,,0
4.0552,,,,0
2.3678,,,,0
0.33565,,,,0
4.3398,,,,0
1.5456,,,,0
1.4276,,,,0
-0.27802,,,,0
0.93611,,,,0
4.6352,,,,0
1.5268,,,,0
0.95626,,,,0
-2.7914,,,,0
5.2032,,,,0
3.1836,,,,0
0.65497,,,,0
5.6084,,,,0
1.105,,,,0
3.9292,,,,0
1.1558,,,,0
2.5581,,,,0
2.7831,,,,0
3.7635,,,,0
-2.6479,,,,0
1.0652,,,,0
-1.4275,,,,0
5.7456,,,,0
5.086,,,,0
3.4092,,,,0
-0.2361,,,,0
3.8197,,,,0
-1.1391,,,,0
4.9249,,,,0
2.5089,,,,0
-0.2062,,,,0
3.946,,,,0
-0.278,,,,0
1.8592,,,,0
0.56953,,,,0
3.4626,,,,0
3.3951,,,,0
5.0429,,,,0
3.7758,,,,0
4.6562,,,,0
4.0948,,,,0
1.8384,,,,0
2.0153,,,,0
3.5251,,,,0
3.757,,,,0
2.5989,,,,0
1.8994,,,,0
3.6941,,,,0
4.4295,,,,0
6.8248,,,,0
1.8967,,,,0
2.1526,,,,0
3.3004,,,,0
2.7213,,,,0
3.8846,,,,0
4.1665,,,,0
0.94225,,,,0
5.1321,,,,0
0.38251,,,,0
3.0333,,,,0
2.9233,,,,0
1.162,,,,0
3.7791,,,,0
0.77765,,,,0
-0.38388,,,,0
0.21084,,,,0
2.9571,,,,0
4.6439,,,,0
3.3577,,,,0
3.5127,,,,0
2.6562,,,,0
-1.3612,,,,0
-0.278,,,,0
1.04,,,,0
2.1881,,,,0
4.2756,,,,0
-0.11996,,,,0
2.9736,,,,0
3.7798,,,,0
5.3586,,,,0
1.8373,,,,0
1.2262,,,,0
-0.048008,,,,0
0.5706,,,,0
4.3634,,,,0
3.482,,,,0
0.51947,,,,0
2.3164,,,,0
-1.8348,,,,0
1.3754,,,,0
-0.16682,,,,0
0.29961,,,,0
0.25035,,,,0
2.4673,,,,0
0.77805,,,,0
3.4465,,,,0
2.2429,,,,0
3.7321,,,,0
4.3365,,,,0
-2.0759,,,,0
4.0715,,,,0
0.76163,,,,0
-0.53966,,,,0
2.6213,,,,0
3.0242,,,,0
5.8519,,,,0
0.5706,,,,0
3.9771,,,,0
1.5478,,,,0
0.74054,,,,0
0.49571,,,,0
1.645,,,,0
3.6077,,,,0
3.2403,,,,0
3.9166,,,,0
3.9262,,,,0
5.591,,,,0
3.7522,,,,0
1.3114,,,,0
3.7022,,,,0
4.364,,,,0
3.5829,,,,0
4.65,,,,0
5.1731,,,,0
3.2692,,,,0
2.4012,,,,0
1.7257,,,,0
4.7965,,,,0
4.0962,,,,0
2.5559,,,,0
3.4916,,,,0
0.5195,,,,0
2.9856,,,,0
4.0932,,,,0
1.7748,,,,0
5.2012,,,,0
-0.45062,,,,0
4.8451,,,,0
0.74841,,,,0
5.1213,,,,0
3.6181,,,,0
0.040498,,,,0
-2.6479,,,,0
0.37984,,,,0
-0.95923,,,,0
2.8672,,,,0
1.0182,,,,0
-2.7143,,,,0
3.8244,,,,0
2.7961,,,,0
3.5358,,,,0
-0.7056,,,,0
4.1542,,,,0
0.92703,,,,0
1.8216,,,,0
-2.4473,,,,0
3.5862,,,,0
0.66191,,,,0
4.7926,,,,0
4.9852,,,,0
0.75736,,,,0
4.6499,,,,0
-0.023579,,,,0
0.85574,,,,0
0.88298,,,,0
4.0422,,,,0
2.2546,,,,0
0.38478,,,,0
3.1541,,,,0
2.3969,,,,0
4.7114,,,,0
4.0127,,,,0
2.6606,,,,0
3.931,,,,0
0.01727,,,,0
3.2414,,,,0
2.2504,,,,0
-1.3971,,,,1
0.39012,,,,1
-1.6677,,,,1
-3.8483,,,,1
-3.5681,,,,1
-2.2804,,,,1
-1.7582,,,,1
-0.89409,,,,1
0.3434,,,,1
-0.9854,,,,1
-2.4115,,,,1
-1.5252,,,,1
-0.61442,,,,1
-0.36506,,,,1
-5.9034,,,,1
-1.8215,,,,1
-0.77461,,,,1
-1.8187,,,,1
-3.5801,,,,1
-1.8219,,,,1
-0.3481,,,,1
0.47368,,,,1
-3.4083,,,,1
-1.6662,,,,1
-2.0962,,,,1
-2.6685,,,,1
-0.47465,,,,1
1.0552,,,,1
1.1644,,,,1
-4.4779,,,,1
-2.7338,,,,1
-2.286,,,,1
-1.6244,,,,1
0.50813,,,,1
1.6408,,,,1
0.81583,,,,1
-5.4901,,,,1
-3.2238,,,,1
-2.0631,,,,1
-0.91318,,,,1
0.6005,,,,1
0.91315,,,,1
-0.28015,,,,1
-3.6085,,,,1
-6.2003,,,,1
-4.2932,,,,1
-3.0265,,,,1
-1.7015,,,,1
-0.64326,,,,1
-0.86339,,,,1
-2.0659,,,,1
-2.1333,,,,1
-1.2568,,,,1
-3.1128,,,,1
-4.8554,,,,1
-2.588,,,,1
0.24394,,,,1
-1.5322,,,,1
-4.0025,,,,1
-4.0173,,,,1
-3.0731,,,,1
-1.979,,,,1
-0.4294,,,,1
-2.234,,,,1
-4.211,,,,1
-3.8073,,,,1
-2.5912,,,,1
-2.2482,,,,1
-1.4427,,,,1
-0.39416,,,,1
-1.522,,,,1
-2.8267,,,,1
-1.7263,,,,1
-0.94255,,,,1
-0.89569,,,,1
-6.2815,,,,1
-2.3211,,,,1
-1.3414,,,,1
-2.258,,,,1
-3.8858,,,,1
-1.8969,,,,1
-0.52645,,,,1
0.0096613,,,,1
-3.8826,,,,1
-2.1405,,,,1
-2.4824,,,,1
-2.9098,,,,1
-0.60975,,,,1
0.83625,,,,1
0.60731,,,,1
-4.8861,,,,1
-3.1366,,,,1
-2.5754,,,,1
-1.8782,,,,1
0.24261,,,,1
1.296,,,,1
0.25943,,,,1
-5.873,,,,1
-3.4605,,,,1
-2.3797,,,,1
-1.2424,,,,1
0.20216,,,,1
0.59823,,,,1
-0.77995,,,,1
-4.1409,,,,1
-6.5084,,,,1
-4.4996,,,,1
-3.3125,,,,1
-1.9423,,,,1
-0.75793,,,,1
-0.95403,,,,1
-2.2173,,,,1
-2.799,,,,1
-1.8629,,,,1
-3.5916,,,,1
-5.1216,,,,1
-3.2854,,,,1
-0.56877,,,,1
-2.3518,,,,1
-4.4861,,,,1
-4.3876,,,,1
-3.3604,,,,1
-1.0112,,,,1
0.030219,,,,1
-1.6514,,,,1
-3.2692,,,,1
-2.5701,,,,1
-1.3066,,,,1
-1.6637,,,,1
-0.55008,,,,1
0.21431,,,,1
-0.77288,,,,1
-1.8391,,,,1
-0.63298,,,,1
0.0040545,,,,1
-0.28696,,,,1
-5.2406,,,,1
-1.4446,,,,1
-0.65767,,,,1
-1.5449,,,,1
-2.8957,,,,1
-0.81479,,,,1
0.50225,,,,1
0.74521,,,,1
-2.9146,,,,1
-1.3907,,,,1
-1.786,,,,1
-1.7322,,,,1
0.55298,,,,1
2.031,,,,1
1.2279,,,,1
-4.2249,,,,1
-2.5346,,,,1
-1.749,,,,1
-0.539,,,,1
1.5631,,,,1
2.3917,,,,1
0.89512,,,,1
-5.4808,,,,1
-2.8833,,,,1
-1.4174,,,,1
0.4283,,,,1
1.5904,,,,1
1.7425,,,,1
-0.23356,,,,1
-3.6227,,,,1
-6.1536,,,,1
-3.9172,,,,1
-2.2214,,,,1
-0.49241,,,,1
0.26517,,,,1
-0.10234,,,,1
-1.6176,,,,1
-1.8448,,,,1
-1.2786,,,,1
-2.902,,,,1
-4.3773,,,,1
-2.0529,,,,1
0.18868,,,,1
-1.7279,,,,1
-3.3793,,,,1
-3.1273,,,,1
-2.121,,,,1
-1.7697,,,,1
-0.0012852,,,,1
-1.682,,,,1
-3.4917,,,,1
-3.1158,,,,1
-2.0891,,,,1
-1.6936,,,,1
-1.2846,,,,1
-0.092194,,,,1
-1.0292,,,,1
-2.2083,,,,1
-1.0744,,,,1
-0.51003,,,,1
-0.36372,,,,1
-6.3979,,,,1
-2.2501,,,,1
-1.1859,,,,1
-1.8076,,,,1
-3.3863,,,,1
-1.4106,,,,1
-0.21394,,,,1
0.48797,,,,1
-3.8167,,,,1
-1.9555,,,,1
-2.1786,,,,1
-2.3299,,,,1
0.0031201,,,,1
1.3518,,,,1
1.2309,,,,1
-5.0301,,,,1
-3.0799,,,,1
-2.2987,,,,1
-1.239,,,,1
0.75896,,,,1
1.6799,,,,1
0.63655,,,,1
-6.0598,,,,1
-3.518,,,,1
-2.0336,,,,1
-0.69745,,,,1
0.75108,,,,1
0.84546,,,,1
-0.55648,,,,1
-3.6817,,,,1
-6.7526,,,,1
-4.577,,,,1
-2.9883,,,,1
-1.4781,,,,1
-0.46651,,,,1
-0.8734,,,,1
-2.1234,,,,1
-2.3142,,,,1
-1.4233,,,,1
-3.0866,,,,1
-4.7331,,,,1
-2.8829,,,,1
-0.036127,,,,1
-1.7104,,,,1
-3.8203,,,,1
-3.7181,,,,1
-2.899,,,,1
-0.98193,,,,1
-0.17296,,,,1
-1.9409,,,,1
-3.5713,,,,1
-2.9915,,,,1
-1.8483,,,,1
-2.2677,,,,1
-0.50816,,,,1
0.14329,,,,1
-0.90784,,,,1
-2.0042,,,,1
-0.93587,,,,1
-0.40804,,,,1
-0.8172,,,,1
-4.8392,,,,1
-1.2792,,,,1
-0.66008,,,,1
-1.7713,,,,1
-3.0061,,,,1
-1.1022,,,,1
0.11806,,,,1
0.11686,,,,1
-2.7264,,,,1
-1.2369,,,,1
-1.8439,,,,1
-1.8554,,,,1
0.16358,,,,1
1.5077,,,,1
0.67886,,,,1
-3.9934,,,,1
-2.3898,,,,1
-1.7976,,,,1
-0.70867,,,,1
1.0194,,,,1
1.7875,,,,1
0.27331,,,,1
-5.1661,,,,1
-2.7028,,,,1
-1.4904,,,,1
-0.014902,,,,1
0.88992,,,,1
1.0637,,,,1
-0.8471,,,,1
-3.9594,,,,1
-5.8818,,,,1
-3.7747,,,,1
-2.4198,,,,1
-0.83535,,,,1
-0.30432,,,,1
-0.60254,,,,1
-2.1059,,,,1
-2.0441,,,,1
-1.5621,,,,1
-3.2305,,,,1
-4.8426,,,,1
-2.3147,,,,1
-0.11716,,,,1
-2.0066,,,,1
-3.6961,,,,1
-3.6012,,,,1
-2.6286,,,,1
-0.82601,,,,1
0.31803,,,,1
-1.4454,,,,1
-3.1423,,,,1
-2.5373,,,,1
-1.366,,,,1
-1.7064,,,,1
-0.41965,,,,1
0.37637,,,,1
-0.55355,,,,1
-1.6001,,,,1
-0.37013,,,,1
0.12126,,,,1
-0.27068,,,,1
-5.119,,,,1
-1.3946,,,,1
-0.69879,,,,1
-1.48,,,,1
-2.6649,,,,1
-0.62684,,,,1
0.518,,,,1
0.64376,,,,1
-2.9821,,,,1
-1.4628,,,,1
-1.7101,,,,1
-1.5572,,,,1
0.74428,,,,1
2.0177,,,,1
1.164,,,,1
-4.3667,,,,1
-2.5919,,,,1
-1.8046,,,,1
-0.71868,,,,1
1.4378,,,,1
2.1943,,,,1
0.7376,,,,1
-5.637,,,,1
-3.0193,,,,1
-1.6706,,,,1
-0.1269,,,,1
1.2198,,,,1
1.4501,,,,1
-0.40857,,,,1
-3.8952,,,,1
-6.3679,,,,1
-4.1429,,,,1
-2.6864,,,,1
-1.0555,,,,1
-0.29858,,,,1
-0.49948,,,,1
-1.9881,,,,1
-1.9389,,,,1
-1.4375,,,,1
-3.1875,,,,1
-4.6765,,,,1
-2.0285,,,,1
0.26637,,,,1
-1.7589,,,,1
-3.5985,,,,1
-3.3582,,,,1
-2.3629,,,,1
-2.1802,,,,1
-0.40951,,,,1
-2.2918,,,,1
-4.0214,,,,1
-3.3884,,,,1
-2.0046,,,,1
-1.7063,,,,1
-1.6386,,,,1
-0.41645,,,,1
-1.5877,,,,1
-2.5961,,,,1
-1.5228,,,,1
-0.53072,,,,1
-0.49081,,,,1
-6.5773,,,,1
-2.4621,,,,1
-1.3995,,,,1
-2.3221,,,,1
-3.73,,,,1
-1.6988,,,,1
-0.26654,,,,1
0.33325,,,,1
-4.2091,,,,1
-2.3142,,,,1
-2.4835,,,,1
-2.7611,,,,1
-0.36025,,,,1
1.0117,,,,1
0.96708,,,,1
-5.2049,,,,1
-3.3203,,,,1
-2.565,,,,1
-1.5951,,,,1
0.7049,,,,1
1.7331,,,,1
0.6818,,,,1
-6.3364,,,,1
-3.8053,,,,1
-2.1979,,,,1
-0.87874,,,,1
0.74067,,,,1
0.98296,,,,1
-0.3489,,,,1
-3.8552,,,,1
-6.9599,,,,1
-4.7462,,,,1
-3.2051,,,,1
-1.7549,,,,1
-0.59587,,,,1
-0.89542,,,,1
-2.0754,,,,1
-3.2778,,,,1
-2.2183,,,,1
-3.5895,,,,1
-5.0477,,,,1
-3.5741,,,,1
-0.7351,,,,1
-2.2617,,,,1
-4.244,,,,1
-4.0218,,,,1
-3.0201,,,,1
-2.4941,,,,1
-0.83121,,,,1
-2.5665,,,,1
-4.4018,,,,1
-3.7573,,,,1
-2.4725,,,,1
-1.9725,,,,1
-2.0149,,,,1
-0.82053,,,,1
-1.7886,,,,1
-2.9138,,,,1
-1.8343,,,,1
-0.8734,,,,1
-0.70346,,,,1
-6.7387,,,,1
-2.7723,,,,1
-1.6641,,,,1
-2.4349,,,,1
-3.793,,,,1
-1.9551,,,,1
-0.69078,,,,1
0.025013,,,,1
-4.3967,,,,1
-2.456,,,,1
-2.62,,,,1
-2.9662,,,,1
-0.71494,,,,1
0.6005,,,,1
0.61652,,,,1
-5.4414,,,,1
-3.5798,,,,1
-2.7769,,,,1
-1.8356,,,,1
0.30081,,,,1
1.3403,,,,1
0.26877,,,,1
-6.5235,,,,1
-4.0679,,,,1
-2.564,,,,1
-1.3414,,,,1
0.23874,,,,1
0.6212,,,,1
-0.77848,,,,1
-4.1244,,,,1
-7.0421,,,,1
-4.9462,,,,1
-3.5359,,,,1
-2.0662,,,,1
-0.88728,,,,1
-1.0941,,,,1
-2.4458,,,,1
-3.551,,,,1
-2.2811,,,,1
-3.6053,,,,1
-5.0676,,,,1
-3.9204,,,,1
-1.1306,,,,1
-2.4561,,,,1
-4.4775,,,,1
-4.1958,,,,1
-3.38,,,,1
-2.4365,,,,1
-0.77688,,,,1
-2.7083,,,,1
-4.5531,,,,1
-3.8894,,,,1
-2.5084,,,,1
-2.1652,,,,1
-1.8974,,,,1
-0.62043,,,,1
-1.8387,,,,1
-3,,,,1
-1.9116,,,,1
-1.005,,,,1
-0.87834,,,,1
-6.651,,,,1
-2.5463,,,,1
-1.4377,,,,1
-2.4554,,,,1
-3.9411,,,,1
-2.1241,,,,1
-0.74324,,,,1
-0.071503,,,,1
-4.2333,,,,1
-2.3675,,,,1
-2.5526,,,,1
-3.0986,,,,1
-0.89809,,,,1
0.56232,,,,1
0.53936,,,,1
-5.3012,,,,1
-3.3553,,,,1
-2.7908,,,,1
-1.9983,,,,1
0.15423,,,,1
1.208,,,,1
0.2952,,,,1
-6.4247,,,,1
-3.9933,,,,1
-2.659,,,,1
-1.4094,,,,1
0.11032,,,,1
0.52374,,,,1
-0.76794,,,,1
-3.9698,,,,1
-7.0364,,,,1
-4.9447,,,,1
-3.5933,,,,1
-2.1674,,,,1
-0.9607,,,,1
-1.0802,,,,1
-2.3277,,,,1
-3.7244,,,,1
-2.5724,,,,1
-3.9297,,,,1
-5.2943,,,,1
-3.8953,,,,1
-1.2244,,,,1
-2.6406,,,,1
-4.6338,,,,1
-4.2887,,,,1
-3.3458,,,,1
-1.1188,,,,1
0.55939,,,,1
-1.5078,,,,1
-3.506,,,,1
-2.9498,,,,1
-1.6029,,,,1
-1.2667,,,,1
-0.49281,,,,1
0.66365,,,,1
-0.72068,,,,1
-1.9966,,,,1
-0.97325,,,,1
-0.025314,,,,1
0.062525,,,,1
-5.525,,,,1
-1.2943,,,,1
-0.24037,,,,1
-1.3968,,,,1
-2.9672,,,,1
-1.1005,,,,1
0.22432,,,,1
0.90407,,,,1
-2.8619,,,,1
-1.0833,,,,1
-1.5681,,,,1
-2.0545,,,,1
0.2346,,,,1
1.581,,,,1
1.5514,,,,1
-4.1479,,,,1
-2.2625,,,,1
-1.7479,,,,1
-0.95923,,,,1
1.3451,,,,1
2.2279,,,,1
1.2572,,,,1
-5.3857,,,,1
